LATITUDE,LONGITUDE,STATE,CITY,NAME,OBJECTID,ID,ADDRESS,ZIP,TELEPHONE,TYPE,STATUS,COUNTY,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,ALT_NAME,OWNER,BEDS,TRAUMA,HELIPAD
39.96097328,-82.99100198,OH,COLUMBUS,GRANT MEDICAL CENTER,5953,1643215,111 SOUTH GRANT AVENUE,43215,(614) 566-9000,GENERAL ACUTE CARE,OPEN,FRANKLIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.ohiohealth.com,NOT AVAILABLE,NON-PROFIT,636,LEVEL I,Y
40.74060313,-74.19106173,NJ,NEWARK,THE UNIVERSITY HOSPITAL,5973,5807103,150 BERGEN STREET,7103,(973) 972-5658,GENERAL ACUTE CARE,OPEN,ESSEX,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.uhnj.org/,NOT AVAILABLE,GOVERNMENT - STATE,519,LEVEL I,Y
33.50261565,-112.1707916,AZ,PHOENIX,ABRAZO MARYVALE CAMPUS,6085,5585031,5102 WEST CAMPBELL AVENUE,85031,(623) 848-5000,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,https://www.abrazohealth.com,NOT AVAILABLE,PROPRIETARY,232,LEVEL I,Y
40.202759,-74.923847,PA,LANGHORNE,ST MARY MEDICAL CENTER,6125,24719047,1201 LANGHORNE-NEWTOWN ROAD,19047,(215) 710-2003,GENERAL ACUTE CARE,OPEN,BUCKS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.stmaryhealthcare.org,NOT AVAILABLE,NON-PROFIT,374,LEVEL I,Y
40.036737,-75.143342,PA,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,6128,17619141,5501 OLD YORK ROAD,19141,(215) 456-6010,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.einstein.edu/locations/einstein-medical-center-philadelphia/,NOT AVAILABLE,NON-PROFIT,772,LEVEL I,Y
39.9499692,-75.19420273,PA,PHILADELPHIA,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,6129,19219104,3400 SPRUCE STREET,19104,(215) 662-3227,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.pennmedicine.org/hospital-university-pennsylvania/,NOT AVAILABLE,NON-PROFIT,782,LEVEL I,Y
40.3057498,-78.91836241,PA,JOHNSTOWN,CONEMAUGH MEMORIAL HOSPITAL,6131,3615905,1086 FRANKLIN STREET,15905,(814) 534-9000,GENERAL ACUTE CARE,OPEN,CAMBRIA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.conemaugh.org/memorial/,NOT AVAILABLE,NON-PROFIT,486,LEVEL I,Y
40.949176,-75.964829,PA,HAZLETON,LEHIGH VALLEY HOSPITAL HAZLETON,6133,7318201,700 EAST BROAD STREET,18201,(570) 501-4000,GENERAL ACUTE CARE,OPEN,LUZERNE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.lvhn.org/hazleton/facilities-and-directions/lehigh-valley-hospital-hazleton/,NOT AVAILABLE,NON-PROFIT,150,LEVEL I,Y
41.86080973,-87.69433858,IL,CHICAGO,MT SINAI HOSPITAL MEDICAL CENTER,6354,1060608,15TH STREET AT CALIFORNIA,60608,(773) 257-6434,GENERAL ACUTE CARE,OPEN,COOK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.sinai.org,NOT AVAILABLE,NON-PROFIT,290,LEVEL I,N
41.81114989,-71.40890645,RI,PROVIDENCE,HASBRO CHILDRENS HOSPITAL,6381,1502903,593 EDDY STREET,2903,NOT AVAILABLE,CHILDREN,OPEN,PROVIDENCE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ri.gov/licenses/detail.php?id=207,http://www.hasbrochildrenshospital.org/,NOT AVAILABLE,NON-PROFIT,-999,LEVEL I,Y
40.49524487,-74.45020688,NJ,NEW BRUNSWICK,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,6479,9508901,1 ROBERT WOOD JOHNSON PLACE,8901,(732) 828-3000,GENERAL ACUTE CARE,OPEN,MIDDLESEX,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.rwjuh.edu,NOT AVAILABLE,NON-PROFIT,584,LEVEL I,Y
39.13835766,-84.50371612,OH,CINCINNATI,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",6490,129545219,234 GOODMAN STREET,45219,(513) 584-1000,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://uchealth.com/university-of-cincinnati-medical-center/,NOT AVAILABLE,NON-PROFIT,699,LEVEL I,Y
41.66866995,-83.54278976,OH,TOLEDO,MERCY ST VINCENT MEDICAL CENTER,6500,6343608,2213 CHERRY STREET,43608,(419) 251-4200,GENERAL ACUTE CARE,OPEN,LUCAS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.mercyweb.org,NOT AVAILABLE,NON-PROFIT,568,LEVEL I,Y
41.67234956,-83.59525839,OH,TOLEDO,TOLEDO HOSPITAL THE,6501,6243606,2142 NORTH COVE BOULEVARD,43606,(419) 291-4000,GENERAL ACUTE CARE,OPEN,LUCAS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.promedica.org,NOT AVAILABLE,NON-PROFIT,792,LEVEL I,Y
41.61876724,-83.61603264,OH,TOLEDO,UNIVERSITY OF TOLEDO MEDICAL CENTER,6502,8443699,3000 ARLINGTON AVENUE,43699,(419) 530-5514,GENERAL ACUTE CARE,OPEN,LUCAS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.utoledo.edu,NOT AVAILABLE,GOVERNMENT - STATE,319,LEVEL I,Y
35.08815273,-106.6171879,NM,ALBUQUERQUE,UNIVERSITY OF NEW MEXICO HOSPITAL,6512,1287106,2211 LOMAS BOULEVARD NORTHEAST,87106,(505) 272-2111,GENERAL ACUTE CARE,OPEN,BERNALILLO,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://providersearch.health.state.nm.us/,http://hospitals.unm.edu/,NOT AVAILABLE,GOVERNMENT - STATE,527,LEVEL I,Y
40.65968994,-111.8908364,UT,MURRAY,INTERMOUNTAIN MEDICAL CENTER,6541,2384107,5121 SOUTH COTTONWOOD STREET,84107,(801) 507-6600,GENERAL ACUTE CARE,OPEN,SALT LAKE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.utah.gov/Health/Utah-Hospital-Characteristics/ierb-h3t5/data,http://www.intermountainhealthcare.org,NOT AVAILABLE,NON-PROFIT,452,LEVEL I,Y
33.38947716,-111.8775675,AZ,MESA,BANNER DESERT MEDICAL CENTER,6542,1385202,1400 S. DOBSON RD.,85202,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health,NOT AVAILABLE,NON-PROFIT,489,LEVEL I,Y
33.46442144,-112.0573817,AZ,PHOENIX,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,6543,1685006,1111 EAST MCDOWELL ROAD,85006,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health,NOT AVAILABLE,NON-PROFIT,640,LEVEL I,Y
40.77127309,-111.836113,UT,SALT LAKE CITY,UNIVERSITY OF UTAH HOSPITAL,6551,3384112,50 NORTH MEDICAL DRIVE,84112,(801) 581-2121,GENERAL ACUTE CARE,OPEN,SALT LAKE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.utah.gov/Health/Utah-Hospital-Characteristics/ierb-h3t5/data,http://www.uuhsc.utah.edu,NOT AVAILABLE,GOVERNMENT - STATE,526,LEVEL I,Y
33.4578471,-112.026413,AZ,PHOENIX,MARICOPA MEDICAL CENTER,6576,5485008,2601 E ROOSEVELT,85008,(602) 344-5010,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://www.mihs.org/centers/maricopa-medical-center,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,500,LEVEL I,Y
33.46182197,-112.353167,AZ,GOODYEAR,ABRAZO WEST CAMPUS,6580,9685338,13677 W MCDOWELL ROAD,85338,(623) 882-1500,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,https://www.abrazohealth.com,NOT AVAILABLE,PROPRIETARY,188,LEVEL I,Y
39.945698,-76.718501,PA,YORK,YORK HOSPITAL,6614,17217405,1001 SOUTH GEORGE STREET,17405,(717) 851-2345,GENERAL ACUTE CARE,OPEN,YORK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.wellspan.org/offices-locations/hospitals/wellspan-york-hospital/,NOT AVAILABLE,NON-PROFIT,572,LEVEL I,Y
40.436099,-79.985114,PA,PITTSBURGH,UPMC MERCY,6621,9715219,1400 LOCUST STREET,15219,(412) 232-7143,GENERAL ACUTE CARE,OPEN,ALLEGHENY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.upmc.com/locations/hospitals/mercy/pages/default.aspx,NOT AVAILABLE,NON-PROFIT,495,LEVEL I,Y
40.44278362,-79.96070677,PA,PITTSBURGH,UPMC PRESBYTERIAN,6623,11315213,200 LOTHROP STREET,15213,(412) 647-5286,GENERAL ACUTE CARE,OPEN,ALLEGHENY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.upmc.com/locations/hospitals/presbyterian/pages/default.aspx,NOT AVAILABLE,NON-PROFIT,1592,LEVEL I,Y
40.46652874,-79.95299037,PA,PITTSBURGH,CHILDRENS HOSPITAL OF PITTSBURGH,6626,18115224,ONE CHILDRENS HOSPITAL DR  4401 PENN AVE,15224,(412) 692-5325,GENERAL ACUTE CARE,OPEN,ALLEGHENY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.chp.edu/CHP/Home,NOT AVAILABLE,NON-PROFIT,296,LEVEL I,Y
40.457063,-80.003402,PA,PITTSBURGH,ALLEGHENY GENERAL HOSPITAL,6633,22515212,320 EAST NORTH AVENUE,15212,(412) 359-3131,GENERAL ACUTE CARE,OPEN,ALLEGHENY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.wpahs.org/locations/allegheny-general-hospital,NOT AVAILABLE,NON-PROFIT,648,LEVEL I,Y
39.95753699,-75.1630302,PA,PHILADELPHIA,HAHNEMANN UNIVERSITY HOSPITAL,6651,6819102,230 NORTH BROAD STREET,19102,(215) 762-7000,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.hahnemannhospital.com,NOT AVAILABLE,PROPRIETARY,496,LEVEL I,Y
40.609357,-75.393363,PA,BETHLEHEM,ST LUKES UNIVERSITY HOSPITAL - BETHLEHEM,6668,21518015,801 OSTRUM STREET,18015,(610) 954-4000,GENERAL ACUTE CARE,OPEN,LEHIGH,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.slhn-lehighvalley.org,NOT AVAILABLE,NON-PROFIT,480,LEVEL I,Y
40.56644,-75.522881,PA,ALLENTOWN,LEHIGH VALLEY HOSPITAL,6669,22618105,"CEDAR CREST BLVD & I-78, PO BOX 689",18105,(610) 402-8000,GENERAL ACUTE CARE,OPEN,LEHIGH,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.lvhn.org/facilities_directions/hospital_locations/lehigh_valley_hospital_cedar_crest,NOT AVAILABLE,NON-PROFIT,797,LEVEL I,Y
33.29739077,-111.8746119,AZ,CHANDLER,CHANDLER REGIONAL MEDICAL CENTER,6714,67185224,1955 WEST FRYE ROAD,85224,(480) 963-4561,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,338,LEVEL I,Y
33.47087633,-81.98970572,GA,AUGUSTA,AU MEDICAL CENTER,6723,87230912,1120 15TH STREET,30912,(706) 721-6569,GENERAL ACUTE CARE,OPEN,RICHMOND,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.augustahealth.org/locations-and-maps/medical-center,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,GOVERNMENT - STATE,632,LEVEL I,Y
32.83325388,-83.63550532,GA,MACON,MEDICAL CENTER OF CENTRAL GEORGIA,6751,87031201,777 HEMLOCK STREET,31201,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,BIBB,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,https://www.navicenthealth.org/,NOT AVAILABLE,NON-PROFIT,637,LEVEL I,Y
42.3499,-71.064,MA,BOSTON,TUFTS MEDICAL CENTER,6762,1002111,800 WASHINGTON STREET,2111,(617) 636-5000,GENERAL ACUTE CARE,OPEN,SUFFOLK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.tuftsmedicalcenter.org,TUFTS MEDICAL CENTER,NON-PROFIT,415,LEVEL I,Y
42.3359,-71.1068,MA,BOSTON,BRIGHAM AND WOMEN'S HOSPITAL,6767,7302115,45 FRANCIS STREET,2115,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SUFFOLK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.brighamandwomens.org,BRIGHAM AND WOMEN'S HOSPITAL,NON-PROFIT,763,LEVEL I,Y
39.90898745,-86.19573222,IN,INDIANAPOLIS,ST VINCENT HOSPITAL,6779,14646260,2001 W 86TH ST,46260,(317) 280-9566,GENERAL ACUTE CARE,OPEN,MARION,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org,NOT AVAILABLE,NON-PROFIT,-999,LEVEL I,Y
41.114015,-80.65731455,OH,YOUNGSTOWN,ST ELIZABETH YOUNGSTOWN HOSPITAL,6788,1044501,1044 BELMONT AVENUE,44501,(330) 746-7211,GENERAL ACUTE CARE,OPEN,MAHONING,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.hmpartners.org,NOT AVAILABLE,NON-PROFIT,626,LEVEL I,Y
45.01369286,-93.32277691,MN,ROBBINSDALE,NORTH MEMORIAL MEDICAL CENTER,6798,755422,3300 OAKDALE NORTH,55422,(763) 520-5200,GENERAL ACUTE CARE,OPEN,HENNEPIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,http://www.northmemorial.com,NOT AVAILABLE,NON-PROFIT,518,LEVEL I,N
40.81717305,-73.92437665,NY,BRONX,LINCOLN HOSPITAL,6810,15710451,234 E 149TH ST,10451,(212) 579-4900,GENERAL ACUTE CARE,OPEN,BRONX,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nyc.gov/html/hhc/lincoln/,NOT AVAILABLE,GOVERNMENT - LOCAL,362,LEVEL I,N
35.14180398,-90.03182883,TN,MEMPHIS,REGIONAL MEDICAL CENTER AT MEMPHIS,6871,9538103,877 JEFFERSON AVENUE,38103,(901) 545-7928,GENERAL ACUTE CARE,OPEN,SHELBY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,http://www.regionalonehealth.org/regional-medical-center/,REGIONAL ONE HEALTH,NON-PROFIT,631,LEVEL I,Y
38.0313398,-78.49868708,VA,CHARLOTTESVILLE,UNIVERSITY OF VIRGINIA MEDICAL CENTER,6879,2222908,1215 LEE STREET,22906,(434) 924-0210,GENERAL ACUTE CARE,OPEN,CHARLOTTESVILLE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.med.virginia.edu,NOT AVAILABLE,GOVERNMENT - STATE,614,LEVEL I,Y
36.86252074,-76.30167623,VA,NORFOLK,CHILDREN'S HOSPITAL OF THE KINGS DAUGHTERS,6888,12723507,601 CHILDRENS LANE,23507,(757) 668-7000,CHILDREN,OPEN,NORFOLK,USA,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,www.chkd.org,NOT AVAILABLE,NON-PROFIT,206,LEVEL I,Y
36.86217987,-76.30284416,VA,NORFOLK,SENTARA NORFOLK GENERAL HOSPITAL,6889,13223507,600 GRESHAM DRIVE,23507,(757) 388-3000,GENERAL ACUTE CARE,OPEN,NORFOLK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.sentara.com/HospitalsFacilities/Hospitals/NorfolkGeneral/Pages/norfolkgeneral.aspx,NOT AVAILABLE,NON-PROFIT,543,LEVEL I,Y
37.53992407,-77.42952427,VA,RICHMOND,VCU HEALTH SYSTEM,6893,11423298,1200 E BROAD S,23219,(804) 828-3815,GENERAL ACUTE CARE,OPEN,RICHMOND CITY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.vcuhealth.org/,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,779,LEVEL I,Y
38.85819852,-77.22768012,VA,FALLS CHURCH,INOVA FAIRFAX HOSPITAL,6914,3122042,3300 GALLOWS ROAD,22042,(703) 776-4000,GENERAL ACUTE CARE,OPEN,FAIRFAX,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.inova.org/patient-and-visitor-information/facilities/inova-fairfax-hospital/index.jsp,NOT AVAILABLE,NON-PROFIT,833,LEVEL I,Y
44.47973972,-73.19412058,VT,BURLINGTON,THE UNIVERSITY OF VERMONT MEDICAL CENTER,6931,505401,111 COLCHESTER AVE,5401,(802) 656-2345,GENERAL ACUTE CARE,OPEN,CHITTENDEN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,http://www.fletcherallen.org/,FLETCHER ALLEN HEALTH CARE,NON-PROFIT,562,LEVEL I,N
37.25119819,-79.94254375,VA,ROANOKE,CARILION MEDICAL CENTER,6933,7924014,1906 BELLVIEW AVE,24033,(540) 981-7000,GENERAL ACUTE CARE,OPEN,ROANOKE CITY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.carilionclinic.org/crmh/roanoke-va-hospital,CARILION ROANOKE MEMORIAL HOSPITAL,NON-PROFIT,737,LEVEL I,Y
34.81864389,-82.41264859,SC,GREENVILLE,GHS GREENVILLE MEMORIAL HOSPITAL,6945,129605,701 GROVE RD,29605,(864) 455-7114,GENERAL ACUTE CARE,OPEN,GREENVILLE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.ghs.org/greenvillememorial,NOT AVAILABLE,PROPRIETARY,845,LEVEL I,Y
39.99426086,-83.01856537,OH,COLUMBUS,OHIO STATE UNIVERSITY HOSPITALS,6947,10743210,410 WEST 10TH AVENUE,43210,(614) 293-9700,GENERAL ACUTE CARE,OPEN,FRANKLIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.medicalcenter.osu.edu,NOT AVAILABLE,GOVERNMENT - STATE,1106,LEVEL I,Y
34.96660045,-81.93946449,SC,SPARTANBURG,SPARTANBURG REGIONAL MEDICAL CENTER,6959,7229303,101 E WOOD ST,29303,(864) 560-6000,GENERAL ACUTE CARE,OPEN,SPARTANBURG,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.spartanburgregional.com,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,540,LEVEL I,Y
38.2484703,-85.74959418,KY,LOUISVILLE,KOSAIR CHILDREN'S HOSPITAL,1561,12540202,231 EAST CHESTNUT STREET,40202,NOT AVAILABLE,CHILDREN,OPEN,JEFFERSON,USA,622110,"CHILDREN'S HOSPITALS, GENERAL",https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kosairchildrenshospital.com/,NOT AVAILABLE,NON-PROFIT,271,LEVEL I PEDIATRIC,Y
41.89645048,-87.62171852,IL,CHICAGO,ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,1637,97460611,225 EAST CHICAGO AVENUE,60611,(312) 227-4000,CHILDREN,OPEN,COOK,USA,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",https://data.illinois.gov/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999,LEVEL I PEDIATRIC,Y
39.95251412,-82.97952404,OH,COLUMBUS,NATIONWIDE CHILDREN'S HOSPITAL,1686,124143205,700 CHILDREN'S DRIVE,43205,(614) 355-0802,CHILDREN,OPEN,FRANKLIN,USA,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.nationwidechildrens.org/,NOT AVAILABLE,NON-PROFIT,468,LEVEL I PEDIATRIC,Y
41.50756121,-81.60581374,OH,CLEVELAND,RAINBOW BABIES AND CHILDRENS HOSPITAL,1690,124744106,11100 EUCLID AVENUE,44106,(216) 844-1000,CHILDREN,OPEN,CUYAHOGA,USA,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.uhhospitals.org/rainbow,NOT AVAILABLE,NON-PROFIT,-999,LEVEL I PEDIATRIC,Y
42.3372,-71.1064,MA,BOSTON,CHILDREN'S HOSPITAL BOSTON,2430,7502115,300 LONGWOOD AVENUE,2115,(617) 355-6000,GENERAL ACUTE CARE,OPEN,SUFFOLK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.childrenshospital.org/,CHILDREN'S HOSPITAL,NON-PROFIT,404,LEVEL I PEDIATRIC,Y
47.64903536,-117.4090481,WA,SPOKANE,ST. LUKE'S REHABILITATION INSTITUTE,2489,4399202,711 COWLEY ST S,99202,(509) 838-4771,REHABILITATION,OPEN,SPOKANE,USA,622310,PHYSICAL REHABILITATION HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://www.st-lukes.org,SACRED HEART MEDICAL CENTER,NON-PROFIT,102,LEVEL I PEDIATRIC,N
47.66256824,-122.282083,WA,SEATTLE,SEATTLE CHILDREN'S HOSPITAL,321,4598105,4800 SANDPOINT WAY NE,98105,(206) 526-2000,CHILDREN,OPEN,KING,USA,622110,"CHILDREN'S HOSPITALS, GENERAL",https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.seattlechildrens.org,UNIVERSITY OF WASHINGTON MEDICAL CENTER,NON-PROFIT,250,LEVEL I PEDIATRIC,Y
40.83976326,-73.94128258,NY,NEW YORK,NEW YORK PRESBYTERIAN MORGAN STANLEY CHILDREN'S HOSPITAL,414,18610032,3959 BROADWAY,10032,(212) 305-5437,CHILDREN,OPEN,NEW YORK,USA,622110,"CHILDREN'S HOSPITALS, GENERAL",https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nyp.org/morganstanley,NOT AVAILABLE,NON-PROFIT,190,LEVEL I PEDIATRIC,N
41.78874685,-87.60433713,IL,CHICAGO,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,493,4360637,5841 SOUTH MARYLAND,60637,(773) 702-1000,GENERAL ACUTE CARE,OPEN,COOK,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.uchospitals.edu,NOT AVAILABLE,NON-PROFIT,577,LEVEL I PEDIATRIC,Y
35.48165324,-97.49610501,OK,OKLAHOMA CITY,OU MEDICAL CENTER -THE CHILDREN'S HOSPITAL,565,6973104,1200 CHILDREN'S AVE,73104,(405) 271-5911,CHILDREN,OPEN,OKLAHOMA,USA,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://www.oumedicine.com/oumedicalcenter,NOT AVAILABLE,PROPRIETARY,314,LEVEL I PEDIATRIC,Y
41.75366781,-72.6818001,CT,HARTFORD,CONNECTICUT CHILDRENS MEDICAL CENTER,3067,3306106,282 WASHINGTON STREET,6106,(860) 545-9000,CHILDREN,OPEN,HARTFORD,USA,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.ccmckids.org,NOT AVAILABLE,NON-PROFIT,187,LEVEL I PEDIATRIC,Y
